日期,收入/支出,類別,備註,合計
2019-05-02,支出,午餐,,-140.0
2019-05-02,支出,晚餐,,-60.0
2019-05-02,支出,早餐,,-18.0
2019-05-02,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-05-03,支出,晚餐,,-190.0
2019-05-03,支出,飲料,星巴克 巧克力可可碎片星冰樂,-160.0
2019-05-03,支出,午餐,,-105.0
2019-05-03,支出,交通,電信悠遊卡,-97.0
2019-05-03,支出,飲料,星巴克 抹茶奶霜星冰樂,-90.0
2019-05-03,支出,早餐,,-18.0
2019-05-03,支出,點心,丹堤 咖啡巧克力慕斯蛋糕餐,-1.0
2019-05-04,支出,晚餐,,-190.0
2019-05-04,支出,午餐,,-110.0
2019-05-04,支出,零食,不二家棒棒糖,-89.0
2019-05-05,支出,午餐,,-120.0
2019-05-05,支出,晚餐,,-95.0
2019-05-05,收入,type200,,42724.0
2019-05-06,支出,午餐,,-190.0
2019-05-06,支出,晚餐,,-60.0
2019-05-06,支出,早餐,,-18.0
2019-05-06,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-05-07,支出,午餐,,-150.0
2019-05-07,支出,飲料,星巴克 抹茶奶霜星冰樂,-90.0
2019-05-07,支出,早餐,,-20.0
2019-05-07,支出,晚餐,,-18.0
2019-05-07,支出,晚餐,,-18.0
2019-05-08,支出,午餐,,-130.0
2019-05-08,支出,晚餐,,-60.0
2019-05-08,支出,早餐,,-20.0
2019-05-08,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-05-09,支出,午餐,,-105.0
2019-05-09,支出,早餐,,-18.0
2019-05-09,支出,晚餐,,-18.0
2019-05-09,收入,type201,活動抽獎,61.0
2019-05-10,支出,交通,高鐵票,-190.0
2019-05-10,支出,日常用品,剪頭髮,-100.0
2019-05-10,支出,午餐,,-80.0
2019-05-10,支出,早餐,,-23.0
2019-05-10,支出,點心,丹堤 法式紫羅蘭蛋糕餐,-5.0
2019-05-11,支出,點心,薯條,-40.0
2019-05-12,支出,交通,高鐵票,-200.0
2019-05-13,支出,午餐,,-85.0
2019-05-13,支出,飲料,星巴克 巧克力可可碎片星冰樂,-70.0
2019-05-13,支出,晚餐,,-31.0
2019-05-13,支出,早餐,,-18.0
2019-05-14,支出,午餐,,-165.0
2019-05-14,支出,晚餐,,-49.0
2019-05-14,支出,早餐,,-23.0
2019-05-14,支出,飲料,水,-20.0
2019-05-14,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-05-15,支出,type115,5月,-499.0
2019-05-15,支出,晚餐,,-284.0
2019-05-15,支出,交通,電信悠遊卡,-200.0
2019-05-15,支出,飲料,薑汁汽水,-110.0
2019-05-15,支出,午餐,,-30.0
2019-05-16,支出,午餐,,-100.0
2019-05-16,支出,飲料,星巴克 濃焦糖咖啡星冰樂,-90.0
2019-05-16,支出,日常用品,尖嘴鉗,-90.0
2019-05-16,支出,日常用品,魔術靈 水管疏通,-89.0
2019-05-16,支出,日常用品,橡膠手套,-72.0
2019-05-16,支出,晚餐,,-18.0
2019-05-17,支出,午餐,,-95.0
2019-05-17,支出,飲料,星巴克 抹茶奶霜星冰樂,-90.0
2019-05-17,支出,晚餐,,-43.0
2019-05-17,支出,早餐,,-18.0
2019-05-18,支出,晚餐,,-186.0
2019-05-18,支出,午餐,,-120.0
2019-05-19,支出,晚餐,,-195.0
2019-05-19,支出,午餐,,-95.0
2019-05-19,支出,零食,不二家棒棒糖,-89.0
2019-05-19,支出,零食,立夢綜合棒棒糖,-46.0
2019-05-19,支出,點心,哈根達斯 100ml,-5.0
2019-05-20,支出,午餐,,-170.0
2019-05-20,支出,飲料,星巴克 巧克力可可碎片星冰樂,-70.0
2019-05-20,支出,晚餐,,-31.0
2019-05-21,支出,飲料,星巴克 抹茶奶霜星冰樂,-90.0
2019-05-21,支出,午餐,,-85.0
2019-05-21,支出,飲料,水,-20.0
2019-05-21,支出,早餐,,-18.0
2019-05-21,支出,晚餐,,-18.0
